step,walk_1_x,walk_1_y,walk_2_x,walk_2_y,walk_3_x,walk_3_y,walk_4_x,walk_4_y,walk_5_x,walk_5_y,walk_6_x,walk_6_y,walk_7_x,walk_7_y,walk_8_x,walk_8_y,walk_9_x,walk_9_y,walk_10_x,walk_10_y
533,-5,46,-7,34,1,11,5,25,-38,-7,5,27,-24,-38,-6,1,21,-18,3,-13
534,-4,46,-8,33,1,10,4,26,-38,-7,4,28,-25,-38,-7,2,22,-18,4,-12
535,-4,47,-9,32,0,11,5,26,-37,-6,5,28,-25,-37,-8,3,21,-19,3,-13
536,-3,47,-9,32,-1,12,6,27,-36,-6,5,28,-25,-36,-9,3,22,-18,2,-12
537,-3,48,-9,32,-1,11,7,28,-37,-7,5,28,-25,-37,-10,3,21,-18,2,-13
538,-3,47,-9,31,-2,11,7,29,-38,-6,5,27,-26,-38,-10,2,22,-17,2,-13
539,-2,46,-10,30,-3,12,6,30,-37,-6,5,26,-25,-39,-10,2,21,-17,1,-13
540,-2,45,-9,29,-2,11,7,30,-38,-5,6,27,-26,-39,-11,3,20,-17,2,-12
541,-2,46,-9,30,-3,11,6,31,-38,-6,6,27,-27,-39,-11,3,20,-18,1,-12
542,-2,45,-9,29,-4,10,5,32,-38,-5,6,28,-26,-39,-10,2,19,-17,0,-13
543,-2,46,-9,30,-5,11,6,32,-39,-5,7,27,-27,-40,-10,1,19,-18,1,-12
544,-2,46,-8,29,-6,10,6,33,-40,-5,6,27,-28,-41,-11,2,18,-19,2,-13
545,-3,45,-9,29,-6,11,6,32,-40,-4,5,26,-29,-42,-12,3,19,-20,2,-13
546,-4,46,-9,30,-5,12,6,33,-39,-3,5,26,-30,-43,-11,3,19,-21,1,-14
547,-4,46,-8,31,-6,11,5,32,-39,-3,4,25,-30,-42,-11,4,20,-22,1,-14
548,-3,46,-9,32,-7,10,5,31,-38,-2,4,25,-29,-42,-10,4,19,-22,1,-15
549,-2,45,-9,32,-6,9,6,31,-39,-2,3,25,-28,-43,-9,3,19,-21,1,-16
550,-3,44,-8,32,-7,8,7,30,-39,-2,4,26,-27,-44,-10,2,19,-22,0,-17
551,-4,43,-9,33,-8,9,7,30,-39,-3,5,27,-27,-45,-11,2,20,-22,0,-17
552,-4,44,-9,33,-9,10,8,31,-39,-4,6,28,-27,-45,-11,2,20,-22,1,-18
553,-3,45,-9,33,-8,11,9,30,-39,-5,7,27,-27,-46,-11,1,20,-21,2,-18
554,-2,45,-8,32,-8,12,8,29,-39,-5,8,26,-26,-47,-11,1,21,-21,1,-17
555,-2,44,-7,31,-8,13,9,29,-40,-5,8,26,-25,-47,-11,1,20,-22,0,-17
556,-3,45,-7,32,-9,12,10,29,-39,-5,7,27,-25,-47,-10,2,21,-23,1,-18
557,-2,45,-8,33,-9,13,9,29,-38,-4,6,27,-24,-48,-10,2,22,-22,0,-17
558,-1,46,-8,32,-9,13,9,30,-39,-3,5,26,-24,-48,-9,3,22,-22,0,-16
559,-2,47,-9,31,-8,12,9,31,-40,-3,4,26,-24,-48,-8,4,22,-22,1,-16
560,-1,48,-8,30,-8,13,10,31,-39,-3,5,26,-25,-47,-7,4,23,-22,2,-17
561,-1,49,-9,31,-9,14,11,30,-38,-4,4,26,-26,-48,-8,3,22,-22,2,-16
562,0,48,-10,30,-9,13,11,31,-39,-4,4,25,-26,-49,-9,4,22,-23,1,-15
563,0,47,-9,29,-10,14,11,31,-38,-5,3,25,-25,-48,-8,4,22,-22,0,-14
564,0,48,-10,30,-11,15,12,30,-37,-5,3,25,-25,-49,-9,5,23,-23,1,-15
565,-1,47,-10,29,-12,16,12,30,-36,-4,3,26,-25,-49,-8,5,23,-24,1,-16
566,0,46,-9,30,-11,17,11,31,-37,-5,4,25,-24,-48,-8,6,23,-25,1,-16
567,0,47,-8,31,-11,17,11,31,-37,-4,3,26,-23,-49,-8,5,22,-25,1,-15
568,0,47,-7,31,-12,18,11,32,-36,-3,2,27,-23,-50,-9,6,22,-26,2,-16
569,0,47,-8,31,-13,18,10,33,-37,-3,2,28,-23,-49,-8,5,22,-25,1,-15
570,0,47,-7,31,-13,19,10,32,-38,-4,3,29,-23,-49,-7,6,22,-26,0,-16
571,1,47,-8,31,-14,18,9,33,-37,-5,2,28,-24,-48,-8,5,21,-27,1,-16
572,1,48,-7,32,-15,17,10,32,-37,-6,3,27,-23,-49,-9,6,20,-26,1,-17
573,1,47,-6,32,-16,17,9,33,-37,-7,3,26,-22,-49,-8,5,19,-26,0,-18
574,2,46,-6,31,-17,17,10,34,-38,-8,4,25,-22,-49,-7,4,20,-27,1,-19
575,1,46,-6,31,-16,17,9,33,-37,-8,5,25,-21,-50,-7,4,21,-26,1,-19
576,1,46,-5,30,-16,16,10,32,-37,-9,4,25,-22,-50,-8,4,22,-26,1,-20
577,2,47,-6,31,-16,16,9,31,-37,-10,4,24,-21,-51,-7,3,22,-27,2,-19
578,2,48,-7,31,-16,16,8,30,-36,-9,4,24,-21,-51,-6,3,23,-28,2,-18
579,1,48,-8,30,-16,15,9,29,-35,-8,4,23,-21,-52,-7,3,22,-27,3,-18
580,1,48,-8,29,-17,14,8,30,-36,-8,4,23,-21,-53,-7,2,22,-26,4,-18
581,2,47,-9,28,-16,15,7,31,-36,-7,5,24,-20,-54,-8,3,23,-25,4,-19
582,3,46,-9,28,-15,16,8,30,-35,-6,5,23,-20,-53,-8,3,23,-26,3,-19
583,4,47,-9,28,-16,16,7,30,-36,-5,6,22,-21,-53,-7,2,24,-27,2,-19
584,4,48,-9,27,-16,15,8,29,-35,-5,6,21,-21,-54,-6,2,25,-27,1,-18
585,4,49,-9,27,-15,16,7,28,-35,-5,7,20,-21,-54,-5,1,24,-26,0,-19
586,5,48,-8,26,-16,15,8,27,-36,-5,7,20,-22,-55,-5,2,25,-25,-1,-20
587,5,47,-8,25,-16,16,9,27,-35,-5,6,20,-21,-54,-5,2,26,-25,-1,-19
588,4,48,-7,24,-15,15,9,27,-34,-4,5,21,-20,-54,-6,3,25,-24,-1,-18
589,4,49,-8,24,-14,14,8,27,-35,-3,4,20,-19,-54,-7,2,25,-23,0,-18
590,3,49,-8,25,-14,15,9,26,-35,-2,5,20,-18,-53,-6,1,24,-22,0,-17
591,4,49,-9,25,-13,14,10,25,-36,-3,6,20,-19,-52,-7,0,25,-22,1,-17
592,4,50,-9,25,-13,15,10,26,-37,-3,5,20,-18,-52,-8,-1,24,-21,0,-16
593,3,50,-9,24,-12,16,10,26,-36,-2,6,19,-18,-52,-8,0,24,-21,0,-15
594,3,49,-10,25,-13,16,11,26,-36,-3,7,20,-18,-53,-9,0,25,-20,0,-14
595,4,48,-9,26,-14,15,11,25,-36,-3,7,19,-18,-53,-8,1,25,-20,1,-15
596,3,49,-9,27,-14,16,11,26,-37,-4,7,18,-17,-53,-9,1,26,-19,0,-14
597,4,50,-8,28,-15,17,10,26,-38,-5,6,17,-16,-52,-10,1,27,-20,-1,-13
598,3,49,-9,29,-15,18,11,27,-37,-5,5,17,-17,-51,-10,1,28,-20,-2,-12
599,4,49,-9,30,-16,18,10,28,-36,-6,4,16,-18,-52,-10,0,27,-21,-2,-13
600,3,48,-8,31,-17,19,11,28,-35,-7,3,16,-17,-51,-10,-1,28,-22,-2,-14
601,3,48,-9,30,-16,20,12,27,-36,-6,3,16,-18,-51,-11,-1,27,-22,-2,-13
602,4,48,-10,30,-15,21,11,28,-37,-7,3,15,-18,-50,-12,-1,26,-23,-1,-12
603,5,47,-11,29,-15,21,10,29,-37,-6,3,16,-18,-51,-11,-1,25,-23,-1,-11
604,5,48,-10,29,-14,21,10,28,-37,-5,3,16,-17,-51,-12,-2,26,-24,-2,-11
605,4,49,-10,29,-13,20,10,28,-36,-4,2,15,-17,-51,-13,-2,26,-24,-1,-10
606,5,50,-9,28,-12,19,9,29,-36,-4,2,16,-16,-52,-14,-2,26,-23,-1,-11
607,6,49,-8,29,-13,20,8,30,-36,-5,3,15,-17,-51,-13,-3,25,-22,0,-12
608,7,50,-7,28,-13,19,8,30,-35,-5,4,14,-18,-51,-13,-2,26,-21,1,-13
609,7,51,-7,28,-12,19,8,30,-36,-5,4,15,-18,-50,-14,-2,27,-22,1,-14
610,6,52,-7,28,-12,19,7,31,-35,-6,4,16,-18,-51,-13,-2,28,-21,2,-14
611,6,51,-7,29,-11,20,8,32,-36,-5,3,17,-18,-51,-14,-3,29,-20,1,-13
612,5,50,-7,30,-11,21,9,33,-37,-6,3,18,-17,-50,-15,-2,28,-21,1,-14
613,4,49,-8,31,-10,21,10,33,-36,-5,4,18,-17,-49,-14,-1,27,-21,0,-13
614,4,50,-8,32,-10,21,10,33,-35,-6,3,18,-17,-50,-13,-1,28,-21,-1,-12
615,4,51,-9,33,-9,20,10,34,-34,-5,4,17,-17,-49,-13,-1,28,-22,0,-12
616,5,52,-8,33,-9,19,11,33,-34,-5,4,18,-16,-48,-13,0,27,-23,0,-13
617,6,52,-7,33,-10,18,10,32,-34,-4,5,17,-15,-49,-12,1,28,-24,0,-12
618,5,52,-7,32,-11,17,11,32,-34,-3,4,18,-15,-50,-13,0,29,-24,1,-11
619,5,51,-8,33,-11,18,11,32,-35,-3,5,19,-15,-50,-14,-1,29,-24,0,-10
620,5,51,-8,32,-11,18,10,32,-34,-4,4,18,-14,-50,-14,-2,28,-23,1,-10
621,4,52,-7,33,-10,19,9,32,-33,-5,5,17,-13,-49,-13,-1,28,-23,2,-11
622,5,53,-8,33,-11,19,8,31,-32,-4,6,17,-13,-48,-12,0,29,-22,1,-10
623,6,53,-7,32,-11,19,9,31,-33,-5,5,17,-14,-49,-11,0,28,-21,2,-11
624,6,52,-6,31,-11,19,9,31,-34,-6,5,17,-14,-50,-12,1,28,-21,1,-12
625,7,53,-5,32,-10,19,9,31,-35,-6,5,18,-13,-50,-13,0,27,-21,1,-12
626,7,52,-5,31,-9,20,9,30,-35,-6,4,17,-14,-51,-12,1,26,-20,0,-12
627,8,52,-4,31,-8,21,10,30,-35,-6,4,16,-15,-51,-13,1,27,-19,0,-12
628,9,52,-5,31,-9,20,10,30,-35,-5,4,17,-14,-52,-14,1,27,-19,0,-12
629,9,51,-4,32,-10,20,9,29,-35,-6,3,17,-14,-51,-13,1,26,-19,0,-13
630,9,52,-4,31,-11,19,9,30,-35,-7,4,16,-15,-50,-12,0,27,-20,0,-14
631,9,51,-3,32,-10,19,9,29,-35,-6,3,15,-16,-51,-11,-1,28,-20,0,-13
632,10,51,-2,31,-10,19,8,30,-34,-5,2,14,-15,-52,-10,-1,29,-20,0,-14
633,10,52,-3,31,-11,18,9,31,-33,-5,2,13,-16,-51,-11,-1,29,-21,1,-14
634,9,53,-4,32,-12,17,9,30,-32,-5,2,13,-15,-51,-11,-1,28,-20,0,-14
635,10,52,-5,32,-12,17,10,30,-31,-4,3,14,-15,-51,-10,-1,28,-21,1,-15
636,11,52,-4,33,-11,18,10,29,-31,-5,4,14,-15,-51,-9,-1,29,-20,0,-14
637,11,52,-5,34,-12,19,10,30,-30,-6,5,14,-15,-50,-8,-1,29,-20,1,-13
638,11,53,-6,34,-11,20,11,30,-30,-6,5,14,-14,-50,-7,-1,29,-21,1,-12
639,10,53,-6,35,-11,21,11,29,-31,-6,4,14,-14,-51,-7,-2,29,-22,1,-12
640,10,53,-7,36,-11,22,10,30,-32,-7,4,13,-15,-50,-8,-2,30,-23,2,-12
641,11,53,-7,37,-10,22,9,31,-33,-8,5,12,-14,-51,-7,-1,31,-22,1,-13
642,11,53,-7,37,-10,21,8,31,-32,-8,5,11,-15,-51,-6,0,30,-21,1,-14
643,10,53,-6,36,-10,21,9,32,-33,-7,6,11,-15,-50,-7,1,30,-20,0,-13
644,11,53,-7,36,-10,21,10,32,-34,-6,5,10,-14,-50,-8,0,29,-19,1,-13
645,12,53,-8,37,-10,21,10,33,-34,-7,4,11,-14,-49,-7,-1,28,-20,0,-13
646,11,52,-7,37,-10,21,9,34,-33,-6,5,11,-15,-50,-8,-1,29,-20,-1,-13
647,10,52,-7,36,-11,22,9,33,-32,-5,4,11,-15,-49,-7,-1,28,-19,0,-14
648,11,52,-7,35,-10,23,9,33,-32,-5,3,10,-16,-50,-8,0,28,-20,1,-15
649,10,51,-6,36,-11,23,8,32,-32,-5,3,9,-17,-51,-7,1,29,-21,0,-15
650,10,50,-5,36,-12,22,7,31,-31,-6,3,8,-16,-51,-7,1,28,-22,1,-14
651,9,50,-6,36,-11,23,6,32,-31,-5,3,9,-16,-50,-7,0,28,-22,0,-15
652,9,50,-6,36,-12,24,7,31,-30,-4,2,9,-15,-51,-7,1,28,-22,-1,-14
653,10,50,-5,35,-13,24,6,30,-31,-5,2,8,-15,-50,-8,2,27,-21,-1,-14
654,9,49,-4,36,-12,25,6,29,-31,-5,2,7,-15,-50,-9,1,26,-22,-2,-15
655,8,48,-4,36,-12,25,6,29,-32,-4,3,7,-15,-50,-10,2,26,-23,-2,-14
656,7,47,-4,37,-12,26,7,29,-32,-4,2,7,-14,-49,-11,3,27,-24,-1,-13
657,8,47,-5,37,-11,26,6,30,-33,-5,2,6,-13,-49,-12,2,26,-25,0,-12
658,8,48,-4,38,-12,26,6,30,-32,-6,1,6,-13,-49,-11,1,26,-26,1,-11
659,7,48,-4,39,-11,27,6,30,-33,-5,1,7,-13,-50,-12,2,26,-26,2,-10
660,7,48,-4,40,-11,28,5,31,-34,-4,1,6,-13,-49,-11,2,26,-26,1,-10
661,8,48,-5,40,-11,29,4,32,-35,-5,1,6,-13,-50,-11,3,27,-26,2,-10
662,8,47,-6,41,-10,29,4,33,-35,-5,0,5,-12,-49,-10,4,26,-25,3,-11
663,9,48,-7,40,-10,30,3,32,-36,-6,0,5,-11,-50,-11,4,25,-25,2,-11
664,10,48,-6,39,-10,30,2,32,-37,-5,0,4,-11,-51,-11,3,25,-25,1,-12
665,9,49,-7,40,-10,31,1,33,-38,-6,1,5,-10,-52,-10,2,24,-25,2,-13
666,8,48,-6,40,-11,32,2,33,-38,-5,2,5,-10,-52,-11,2,23,-26,1,-14
667,8,49,-5,41,-10,33,3,34,-39,-5,2,6,-11,-53,-11,2,23,-27,2,-14
668,8,49,-6,41,-10,33,4,35,-40,-4,2,5,-10,-54,-10,2,22,-28,1,-15
669,8,50,-5,40,-9,32,5,35,-41,-4,2,6,-11,-54,-9,3,22,-29,1,-16
670,9,50,-4,41,-9,33,5,35,-42,-5,3,7,-10,-53,-9,4,22,-29,0,-17
671,9,51,-3,42,-9,33,5,35,-42,-4,3,7,-11,-52,-9,5,21,-29,1,-16
672,9,52,-2,41,-9,34,4,34,-43,-3,2,6,-10,-52,-8,6,21,-30,0,-17
673,10,52,-2,41,-8,35,5,34,-44,-4,2,5,-10,-51,-7,6,22,-30,1,-16
674,11,52,-3,42,-7,36,6,33,-44,-5,2,6,-10,-50,-8,7,22,-30,2,-17
675,10,53,-4,41,-7,35,7,34,-43,-6,1,6,-10,-50,-9,7,22,-29,2,-17
676,10,54,-3,40,-6,36,6,35,-42,-6,2,7,-10,-50,-8,6,23,-30,1,-18
677,11,54,-4,41,-6,36,7,35,-42,-5,2,6,-11,-49,-9,7,23,-29,1,-17
678,10,53,-3,42,-6,35,8,34,-43,-6,1,5,-11,-49,-8,8,24,-30,2,-17
679,10,52,-3,43,-6,35,9,34,-43,-7,2,6,-10,-48,-8,8,23,-29,2,-17
680,11,51,-2,42,-7,35,8,33,-43,-7,3,5,-10,-47,-7,8,22,-30,1,-17
681,12,50,-2,43,-8,34,8,34,-42,-6,2,4,-9,-48,-6,7,22,-30,1,-17
682,12,51,-2,43,-8,34,9,35,-42,-5,3,3,-9,-47,-7,8,21,-29,2,-17
683,11,51,-3,44,-8,35,9,36,-42,-4,3,4,-8,-46,-6,7,21,-29,3,-16
684,12,51,-3,45,-7,34,8,35,-42,-4,4,3,-8,-46,-7,7,22,-29,4,-16
685,11,50,-4,44,-8,34,9,34,-41,-3,4,2,-7,-45,-7,6,22,-29,3,-15
686,11,51,-5,44,-7,34,8,34,-42,-2,5,3,-8,-46,-6,6,23,-30,3,-16
687,11,51,-5,44,-8,34,7,34,-42,-1,6,3,-7,-47,-6,7,22,-29,2,-16
688,12,52,-4,44,-9,33,6,34,-41,-2,7,3,-8,-46,-7,7,23,-29,2,-17
689,12,51,-3,45,-9,32,6,34,-40,-2,6,4,-9,-45,-8,6,22,-29,2,-16
690,12,50,-3,44,-9,31,7,33,-41,-2,5,5,-8,-44,-8,6,22,-28,2,-16
691,13,51,-2,43,-9,30,8,32,-42,-2,4,4,-9,-45,-9,5,21,-27,1,-17
692,12,51,-3,43,-10,30,9,31,-43,-1,5,3,-9,-44,-10,6,20,-26,1,-16
693,11,50,-2,44,-10,29,9,30,-43,-2,4,2,-9,-45,-9,7,20,-25,1,-15
694,12,51,-1,43,-11,28,8,30,-44,-2,3,3,-10,-44,-10,8,21,-24,2,-16
695,13,51,-1,43,-10,28,8,29,-45,-2,3,3,-9,-43,-10,7,20,-25,2,-17
696,12,50,-1,43,-11,27,8,28,-44,-2,3,4,-9,-42,-10,8,19,-25,2,-16
697,13,49,-1,43,-10,28,8,29,-43,-3,3,3,-8,-41,-10,7,20,-25,3,-16
698,14,50,0,44,-11,27,7,30,-44,-4,2,3,-8,-40,-11,7,20,-26,2,-15
699,14,51,1,45,-12,28,7,30,-44,-4,3,4,-7,-41,-11,8,19,-27,1,-14
700,15,50,2,45,-11,28,8,29,-45,-4,4,3,-7,-42,-11,8,18,-26,0,-15
701,14,51,3,46,-10,29,8,28,-44,-5,4,4,-8,-42,-11,7,19,-26,-1,-15
702,14,50,3,46,-9,30,7,28,-44,-4,4,4,-9,-42,-12,6,19,-27,0,-14
703,15,50,4,46,-8,30,8,29,-44,-5,5,5,-10,-43,-12,6,20,-28,-1,-15
704,16,50,4,45,-8,31,8,28,-45,-4,5,4,-10,-42,-11,6,19,-27,0,-14
705,16,50,4,45,-7,31,7,29,-45,-3,6,4,-9,-41,-12,7,18,-26,1,-15
706,16,49,5,46,-7,31,6,30,-46,-4,7,4,-10,-40,-13,7,18,-25,0,-15
707,16,50,5,47,-8,30,6,30,-47,-4,6,4,-9,-40,-14,8,19,-25,1,-15
708,16,51,6,47,-7,29,5,31,-46,-4,6,3,-8,-41,-14,7,20,-26,2,-16
709,16,50,6,47,-8,28,6,30,-47,-5,6,3,-9,-42,-14,8,21,-26,2,-16
710,16,51,6,48,-9,29,7,31,-47,-5,7,2,-8,-41,-14,7,20,-27,3,-17
711,16,52,6,48,-10,28,8,30,-48,-5,7,2,-9,-40,-13,6,19,-27,2,-17
712,16,52,7,49,-10,29,7,31,-48,-5,6,3,-8,-39,-14,5,19,-26,1,-18
713,17,51,6,49,-11,30,6,31,-48,-4,7,2,-9,-38,-13,5,18,-27,1,-18
714,16,52,7,49,-10,29,5,32,-48,-3,6,3,-8,-37,-12,5,17,-27,1,-18
715,16,52,6,49,-11,30,4,31,-48,-2,5,3,-7,-36,-11,6,18,-27,1,-19
716,17,51,7,50,-10,31,4,30,-47,-2,5,3,-8,-36,-11,6,19,-26,2,-18
717,16,50,8,50,-9,30,5,31,-47,-2,4,3,-9,-37,-12,6,20,-27,1,-18
718,17,50,7,51,-9,31,6,31,-47,-3,3,4,-10,-37,-12,6,19,-26,2,-18
719,18,51,7,51,-8,31,7,30,-48,-2,2,4,-11,-36,-11,7,20,-25,3,-19
720,18,51,7,52,-9,31,7,31,-47,-3,3,5,-12,-37,-12,6,20,-24,4,-20
721,19,51,8,52,-8,31,6,31,-46,-3,2,5,-12,-38,-12,7,19,-24,3,-19
722,18,51,8,52,-7,32,7,32,-47,-3,2,4,-13,-37,-11,6,19,-23,2,-20
723,17,50,8,51,-6,31,6,31,-47,-3,3,5,-12,-36,-12,6,18,-23,3,-21
724,18,49,9,50,-5,31,6,32,-46,-2,2,5,-11,-36,-11,5,18,-22,4,-22
725,17,49,10,49,-4,32,5,33,-47,-2,3,4,-12,-37,-12,4,17,-21,3,-23
726,18,48,9,48,-3,31,4,33,-46,-1,3,3,-13,-36,-11,5,16,-20,2,-23
727,18,48,10,48,-4,31,3,32,-45,-2,3,4,-13,-37,-12,5,15,-21,2,-24
728,18,48,11,48,-3,30,4,31,-46,-1,2,3,-14,-37,-11,4,16,-22,3,-25
729,17,49,11,49,-2,30,4,32,-46,0,2,2,-15,-37,-10,3,15,-21,4,-26
730,17,48,12,48,-1,31,4,33,-47,0,3,2,-14,-37,-11,3,14,-21,4,-25
731,16,47,13,48,-2,30,3,32,-46,-1,3,2,-15,-36,-10,2,13,-22,5,-26
732,15,46,12,49,-1,29,4,32,-47,-1,4,1,-16,-35,-9,2,12,-23,6,-25
733,15,47,13,49,-1,30,4,31,-48,-2,5,1,-15,-34,-8,3,13,-22,7,-25
734,14,46,13,49,0,31,3,32,-47,-2,5,1,-16,-33,-7,2,12,-21,7,-25
735,15,46,12,50,1,31,4,31,-48,-3,5,2,-17,-32,-7,2,12,-21,6,-26
736,14,45,12,50,1,31,4,31,-49,-4,4,2,-16,-32,-7,1,11,-20,6,-25
737,15,45,11,50,2,30,3,30,-50,-4,3,2,-15,-31,-6,2,12,-20,5,-25
738,15,46,12,50,1,29,3,29,-49,-3,3,2,-16,-30,-7,1,12,-21,5,-25
739,15,46,13,49,2,28,3,30,-49,-4,3,2,-16,-31,-7,0,12,-20,5,-25
740,16,46,12,50,1,28,2,31,-48,-3,3,3,-17,-30,-6,-1,11,-20,6,-25
741,16,46,11,50,1,29,3,32,-48,-3,4,3,-16,-30,-5,0,11,-19,6,-24
742,16,46,10,49,2,29,2,31,-48,-2,4,3,-17,-29,-6,0,12,-18,5,-25
743,17,46,11,49,2,29,2,31,-49,-1,4,2,-16,-29,-5,1,12,-17,4,-24
744,17,46,11,49,3,28,3,30,-50,0,4,2,-16,-28,-4,1,12,-18,3,-23
745,17,45,12,49,3,28,4,29,-49,-1,3,3,-17,-29,-4,1,11,-19,4,-23
746,16,46,12,50,3,27,4,29,-49,0,4,2,-18,-28,-4,0,10,-19,4,-22
747,16,45,13,49,3,26,5,29,-50,-1,4,2,-18,-29,-5,1,11,-20,3,-22
748,16,44,14,49,2,27,6,29,-49,-2,3,2,-17,-30,-6,1,11,-21,2,-21
749,17,45,15,49,1,26,6,28,-48,-1,3,2,-16,-29,-7,2,12,-22,1,-22
750,17,45,15,50,2,27,7,29,-47,0,3,2,-16,-29,-6,1,11,-22,2,-22
751,17,44,14,49,2,27,8,29,-46,0,4,3,-17,-28,-5,1,12,-22,1,-21
752,18,45,15,49,3,27,9,29,-46,1,4,3,-17,-29,-6,2,11,-21,0,-20
753,17,46,16,50,3,27,8,29,-45,0,4,4,-17,-29,-5,1,12,-20,0,-20
754,17,46,16,51,3,27,7,30,-45,-1,5,3,-16,-30,-5,0,13,-19,0,-20
755,17,47,17,50,3,28,6,30,-44,-2,5,2,-16,-31,-6,-1,12,-20,-1,-21
756,17,47,18,50,2,29,5,29,-45,-1,5,2,-16,-31,-5,-2,13,-20,-2,-20
757,18,48,19,51,1,29,6,29,-46,-1,4,3,-16,-31,-5,-3,13,-21,-3,-20
758,17,48,18,51,1,29,5,30,-47,0,3,2,-16,-32,-4,-4,14,-20,-4,-20
759,16,49,17,50,1,29,6,31,-48,0,2,1,-15,-31,-4,-5,13,-20,-5,-21
760,17,48,17,51,0,30,6,30,-49,-1,1,1,-14,-32,-4,-4,14,-20,-6,-20
761,17,47,16,50,0,29,7,31,-50,-2,1,1,-15,-31,-4,-3,15,-21,-6,-19
762,17,46,15,49,-1,28,7,30,-51,-2,1,0,-15,-31,-4,-3,15,-21,-7,-20
763,18,47,14,49,0,29,6,30,-52,-1,0,1,-14,-31,-4,-4,14,-20,-6,-19
764,19,48,14,50,1,28,6,31,-51,-2,-1,1,-13,-31,-4,-4,15,-20,-6,-20
765,18,47,15,51,0,29,6,31,-52,-1,-2,2,-13,-32,-4,-5,16,-21,-5,-21
766,17,48,14,51,0,28,5,31,-53,0,-2,3,-14,-33,-4,-5,17,-20,-6,-22
767,16,48,13,50,1,29,6,30,-54,0,-3,4,-15,-33,-5,-4,17,-21,-6,-23
768,16,48,12,51,2,30,6,30,-53,1,-3,5,-14,-33,-5,-3,16,-21,-7,-23
769,17,47,13,52,1,30,6,29,-54,2,-3,4,-14,-34,-5,-3,15,-20,-6,-24
770,16,47,14,51,1,30,7,29,-54,3,-4,4,-13,-33,-5,-4,16,-21,-7,-25
771,17,47,15,52,2,29,7,28,-53,3,-3,4,-12,-33,-5,-5,17,-22,-8,-25
772,18,47,15,51,1,28,7,29,-52,2,-2,5,-13,-34,-5,-4,16,-21,-8,-24
773,19,47,16,50,1,29,6,28,-52,2,-2,6,-14,-33,-6,-5,17,-22,-9,-23
774,20,48,17,50,1,30,5,29,-52,1,-3,7,-13,-33,-5,-4,18,-21,-9,-24
775,19,48,17,51,1,29,6,29,-52,0,-2,8,-14,-33,-5,-5,19,-22,-10,-25
776,18,49,18,50,0,28,6,30,-53,-1,-2,9,-14,-33,-6,-4,19,-21,-10,-25
777,18,50,17,49,0,27,7,31,-54,-1,-2,9,-14,-32,-7,-5,18,-22,-10,-26
778,17,49,16,48,0,27,7,31,-54,-2,-1,9,-13,-31,-8,-6,19,-23,-11,-25
779,17,49,15,47,0,26,7,32,-53,-1,-2,9,-14,-32,-9,-6,20,-23,-12,-26
780,18,49,14,47,-1,26,7,33,-52,-1,-1,9,-14,-33,-9,-7,19,-24,-11,-26
781,19,49,13,47,-1,26,8,34,-52,0,-1,8,-13,-33,-9,-6,20,-23,-11,-26
782,18,48,13,46,0,25,8,33,-51,1,-1,9,-12,-34,-8,-7,19,-23,-12,-26
783,17,48,12,46,0,24,7,34,-51,2,-2,8,-12,-34,-7,-8,18,-22,-12,-25
784,18,49,13,46,0,24,7,34,-51,3,-2,8,-13,-33,-6,-7,18,-23,-12,-25
785,17,49,13,45,1,23,6,35,-51,2,-1,8,-14,-33,-5,-6,17,-23,-12,-25
786,18,50,13,46,1,24,5,36,-51,3,0,8,-14,-33,-6,-7,17,-22,-12,-25
787,18,49,14,47,2,24,4,35,-51,4,-1,7,-14,-33,-6,-7,18,-22,-13,-24
788,18,49,13,47,2,23,5,34,-51,5,-2,8,-15,-33,-6,-8,17,-21,-12,-24
789,18,48,14,46,3,23,4,33,-51,4,-1,8,-14,-33,-6,-9,17,-22,-13,-23
790,18,49,13,47,3,22,4,32,-52,3,-2,8,-15,-32,-5,-9,17,-21,-14,-22
791,19,49,14,48,4,22,4,31,-51,4,-2,9,-15,-32,-5,-8,17,-20,-13,-21
792,20,48,13,48,3,23,3,30,-52,5,-2,9,-15,-32,-6,-8,16,-20,-13,-20
793,19,47,13,47,3,22,3,30,-53,5,-2,9,-16,-33,-5,-7,17,-19,-13,-21
794,18,48,12,47,3,21,4,29,-54,4,-2,9,-16,-32,-4,-7,18,-18,-13,-22
795,18,49,12,47,4,20,4,30,-53,4,-3,9,-17,-32,-5,-8,17,-18,-13,-21
796,17,49,13,47,4,21,4,29,-53,4,-4,9,-16,-33,-4,-8,18,-19,-12,-21
797,16,49,12,47,4,21,4,28,-52,4,-4,10,-16,-32,-5,-9,19,-18,-13,-22
798,16,48,13,47,5,22,3,29,-53,3,-5,11,-17,-33,-6,-9,18,-18,-13,-23
799,16,47,12,48,6,22,4,30,-54,3,-5,10,-16,-32,-7,-10,19,-19,-13,-23
800,15,46,11,47,6,23,4,31,-53,2,-4,11,-17,-32,-8,-11,19,-19,-13,-22
801,14,46,12,46,5,24,5,32,-53,2,-4,12,-17,-31,-8,-10,18,-19,-13,-22
802,13,45,11,47,6,24,5,31,-53,2,-3,12,-18,-31,-9,-11,17,-18,-14,-21
803,13,46,12,46,7,25,6,30,-53,2,-2,11,-18,-30,-9,-10,16,-17,-15,-22
