step,walk_1_x,walk_1_y,walk_2_x,walk_2_y,walk_3_x,walk_3_y,walk_4_x,walk_4_y,walk_5_x,walk_5_y,walk_6_x,walk_6_y,walk_7_x,walk_7_y,walk_8_x,walk_8_y,walk_9_x,walk_9_y,walk_10_x,walk_10_y
529,9,-24,-2,7,-11,7,-33,-26,7,-34,27,-12,6,37,-23,29,1,1,4,4
530,10,-23,-3,8,-12,6,-33,-27,7,-33,28,-11,6,36,-23,30,2,2,5,3
531,9,-23,-2,8,-12,5,-33,-28,6,-34,28,-12,6,37,-24,30,2,2,5,4
532,10,-24,-2,8,-13,6,-32,-27,5,-34,27,-13,6,38,-25,29,2,1,5,4
533,9,-25,-1,9,-14,5,-32,-27,5,-33,27,-14,7,37,-25,28,3,2,4,5
534,8,-24,-2,9,-13,6,-33,-28,4,-32,26,-14,6,37,-25,27,3,2,4,4
535,9,-23,-3,10,-13,7,-34,-28,5,-33,26,-14,6,38,-25,28,4,1,3,5
536,9,-23,-2,11,-14,7,-33,-27,5,-32,25,-15,7,39,-24,27,5,0,2,5
537,9,-24,-2,11,-15,6,-32,-26,5,-31,24,-16,7,39,-24,27,4,1,3,6
538,10,-24,-1,10,-15,7,-32,-25,4,-30,23,-16,7,40,-25,27,4,2,3,5
539,11,-24,0,10,-14,6,-32,-24,3,-31,22,-15,6,40,-26,28,5,2,2,5
540,10,-25,1,9,-13,7,-32,-24,2,-30,22,-14,6,41,-26,28,6,1,3,4
541,10,-25,1,10,-13,6,-33,-23,3,-29,23,-13,7,42,-25,28,7,0,3,4
542,10,-24,2,11,-14,6,-34,-22,2,-29,23,-12,7,41,-24,29,7,-1,4,3
543,9,-24,1,12,-14,5,-35,-23,1,-30,24,-12,8,42,-23,30,7,0,3,4
544,10,-24,0,11,-14,6,-35,-24,2,-30,23,-13,7,43,-22,31,7,0,2,3
545,10,-24,-1,10,-13,7,-36,-25,2,-30,23,-14,8,44,-23,31,7,1,1,2
546,10,-23,-2,10,-14,8,-35,-25,1,-31,23,-14,8,44,-24,31,6,2,1,3
547,11,-24,-3,9,-15,8,-35,-24,2,-30,22,-13,7,43,-24,31,5,1,2,2
548,12,-25,-3,8,-14,8,-35,-24,1,-31,22,-13,6,42,-25,31,5,2,3,2
549,11,-26,-3,7,-14,9,-34,-23,1,-30,23,-12,5,43,-24,32,6,3,3,2
550,11,-27,-4,7,-15,9,-34,-22,1,-31,22,-13,5,44,-23,31,5,3,2,3
551,12,-26,-4,8,-16,9,-34,-23,0,-30,23,-14,4,43,-24,32,5,2,1,3
552,13,-26,-3,9,-17,8,-35,-22,-1,-31,23,-13,5,43,-23,31,6,1,2,4
553,13,-26,-2,10,-17,7,-34,-21,0,-32,24,-14,5,43,-23,30,7,2,2,3
554,12,-27,-1,10,-16,7,-34,-21,-1,-32,23,-15,6,42,-24,29,8,2,2,3
555,11,-26,0,9,-15,8,-33,-20,0,-32,24,-16,7,41,-23,29,9,2,2,4
556,11,-25,0,9,-14,8,-32,-20,1,-31,24,-15,8,41,-24,28,8,1,3,4
557,11,-26,-1,10,-13,8,-32,-20,2,-30,24,-15,8,40,-24,27,9,0,3,5
558,12,-25,-1,11,-14,7,-32,-21,1,-29,25,-15,7,39,-25,27,9,-1,3,4
559,13,-24,-1,10,-14,6,-31,-21,0,-30,24,-14,7,40,-26,27,9,-1,2,5
560,14,-23,-2,10,-13,6,-32,-21,0,-29,23,-15,7,40,-25,28,10,0,3,4
561,13,-23,-1,9,-14,6,-33,-20,0,-30,24,-15,7,41,-26,29,10,1,2,4
562,12,-24,-2,10,-14,6,-34,-21,-1,-31,24,-15,7,42,-26,30,10,2,3,5
563,13,-25,-2,11,-14,5,-33,-20,0,-31,23,-15,8,42,-25,29,9,3,2,6
564,12,-24,-1,10,-15,6,-33,-21,-1,-32,22,-16,7,43,-24,28,8,2,1,7
565,11,-23,0,10,-16,7,-32,-20,0,-31,22,-16,6,43,-25,29,7,2,2,7
566,10,-22,-1,10,-17,6,-31,-20,-1,-32,21,-17,7,42,-24,28,7,2,3,7
567,11,-22,0,11,-17,6,-30,-20,0,-31,20,-18,6,43,-24,29,6,2,3,6
568,10,-23,-1,10,-17,5,-30,-20,-1,-30,20,-18,6,42,-23,29,7,2,3,5
569,9,-22,-1,10,-16,6,-30,-21,-1,-29,21,-18,7,43,-23,29,6,1,4,4
570,10,-21,-2,11,-17,7,-31,-22,-1,-28,20,-18,8,43,-23,30,5,1,4,5
571,9,-22,-2,11,-17,7,-32,-22,-1,-27,20,-19,8,43,-23,30,6,0,5,5
572,9,-21,-3,10,-17,6,-33,-21,-2,-27,19,-19,7,43,-24,30,7,-1,6,5
573,10,-22,-4,9,-17,7,-34,-21,-2,-28,20,-18,7,43,-25,31,6,-2,6,6
574,9,-21,-3,8,-17,6,-35,-20,-3,-29,21,-17,6,43,-26,32,5,-3,5,6
575,9,-21,-2,7,-18,6,-36,-21,-3,-28,21,-17,6,43,-27,31,6,-2,4,6
576,9,-22,-2,6,-18,6,-35,-22,-3,-28,20,-16,7,43,-27,31,7,-3,4,7
577,8,-23,-3,6,-17,6,-36,-21,-2,-28,20,-15,8,42,-28,31,8,-4,4,7
578,7,-22,-3,6,-18,5,-35,-22,-3,-29,21,-16,7,41,-28,32,9,-5,4,7
579,8,-22,-3,6,-19,4,-35,-21,-4,-29,21,-17,6,42,-27,31,9,-6,4,8
580,8,-22,-2,5,-20,5,-35,-22,-3,-28,22,-16,6,42,-28,32,10,-7,5,8
581,9,-21,-3,6,-19,6,-36,-22,-2,-28,22,-17,7,43,-27,33,10,-8,6,7
582,9,-21,-4,6,-20,5,-35,-21,-3,-29,21,-16,6,44,-28,34,11,-7,5,8
583,10,-21,-3,5,-21,4,-36,-20,-4,-30,20,-15,7,44,-29,33,12,-6,6,8
584,9,-21,-4,6,-22,3,-36,-20,-5,-30,20,-16,8,43,-28,33,13,-6,6,8
585,10,-21,-5,5,-21,4,-37,-21,-4,-29,20,-17,9,43,-29,32,12,-5,6,8
586,9,-21,-5,5,-22,3,-37,-22,-5,-30,20,-16,9,44,-29,31,11,-5,6,8
587,9,-22,-6,6,-23,4,-36,-22,-4,-31,20,-15,8,44,-28,32,11,-5,6,8
588,8,-21,-6,5,-23,3,-37,-23,-3,-32,21,-15,9,43,-27,32,11,-5,5,8
589,8,-22,-6,4,-22,2,-36,-24,-2,-32,20,-16,8,43,-28,33,12,-4,6,7
590,9,-23,-5,5,-23,2,-36,-24,-2,-32,19,-15,8,43,-29,34,11,-4,6,6
591,8,-24,-4,4,-22,2,-35,-24,-2,-31,19,-16,8,44,-28,33,12,-5,5,5
592,8,-24,-5,4,-22,3,-36,-24,-2,-30,18,-17,9,45,-27,32,12,-6,6,4
593,8,-25,-5,3,-23,2,-35,-25,-3,-31,17,-17,10,46,-26,31,12,-6,7,5
594,7,-24,-6,4,-22,2,-36,-24,-3,-31,17,-17,10,46,-26,32,11,-5,7,5
595,7,-23,-7,3,-22,1,-36,-24,-4,-32,17,-17,10,45,-27,32,12,-6,8,5
596,7,-22,-6,4,-21,2,-35,-23,-3,-33,18,-18,9,46,-26,32,13,-7,8,5
597,6,-23,-7,3,-21,3,-34,-22,-3,-32,17,-17,10,47,-25,32,12,-8,9,5
598,7,-24,-7,3,-20,3,-33,-22,-3,-33,16,-18,10,46,-25,31,11,-9,9,6
599,6,-25,-7,2,-20,3,-34,-21,-3,-33,17,-18,10,47,-24,30,12,-10,8,7
600,7,-24,-8,3,-19,3,-35,-20,-2,-33,16,-19,10,48,-25,30,13,-9,7,8
601,7,-25,-7,2,-19,2,-34,-21,-1,-33,16,-19,10,49,-24,29,12,-9,8,7
602,7,-26,-6,1,-20,2,-34,-20,0,-32,15,-18,10,48,-23,30,12,-9,9,7
603,6,-27,-5,0,-21,1,-33,-20,0,-32,15,-19,9,49,-23,29,11,-8,8,7
604,5,-26,-4,1,-20,1,-32,-21,1,-33,15,-20,8,48,-24,29,12,-7,9,7
605,4,-26,-4,1,-21,1,-31,-21,1,-33,14,-20,8,48,-24,29,13,-8,10,8
606,4,-26,-5,2,-22,1,-32,-21,1,-34,15,-19,9,47,-23,29,12,-7,9,7
607,3,-26,-5,3,-21,0,-31,-20,2,-33,15,-18,8,47,-23,29,11,-6,10,6
608,4,-25,-4,3,-22,-1,-31,-20,1,-34,14,-17,8,47,-22,29,10,-6,11,6
609,4,-26,-4,3,-22,0,-32,-19,0,-34,14,-17,9,47,-22,28,9,-6,10,7
610,4,-27,-3,2,-21,0,-32,-19,-1,-34,15,-18,10,48,-21,29,10,-7,9,8
611,4,-28,-2,3,-21,-1,-33,-19,0,-34,14,-17,10,48,-22,30,11,-8,8,7
612,5,-29,-2,2,-20,-2,-34,-20,-1,-35,13,-16,10,48,-21,31,11,-9,8,6
613,5,-29,-2,2,-20,-1,-35,-20,-2,-34,12,-16,9,48,-22,31,10,-9,8,7
614,4,-28,-2,2,-20,0,-34,-20,-1,-35,12,-16,10,47,-22,31,10,-10,8,8
615,5,-29,-1,1,-20,1,-35,-19,0,-36,13,-15,9,46,-21,31,11,-9,8,7
616,4,-29,-2,2,-20,0,-36,-18,0,-35,12,-14,8,46,-20,31,12,-9,9,7
617,3,-29,-1,1,-20,0,-37,-17,1,-36,12,-13,7,46,-20,30,11,-9,9,7
618,4,-30,-2,2,-20,0,-36,-16,1,-37,12,-14,6,45,-19,29,12,-8,8,8
619,4,-31,-3,2,-20,0,-35,-15,1,-36,11,-13,6,45,-20,29,13,-9,9,8
620,4,-31,-2,3,-20,1,-36,-14,2,-36,11,-14,7,44,-21,28,14,-8,8,9
621,4,-31,-1,4,-20,1,-35,-14,2,-37,11,-15,8,44,-21,28,14,-7,9,10
622,3,-30,-2,5,-19,0,-34,-14,2,-38,10,-15,7,45,-21,29,14,-8,8,11
623,3,-31,-3,5,-20,0,-34,-14,2,-37,9,-14,8,46,-21,30,14,-8,7,11
624,3,-30,-4,4,-19,-1,-35,-14,2,-37,10,-13,8,46,-21,30,15,-7,8,10
625,4,-31,-4,3,-18,0,-34,-15,1,-37,9,-12,8,47,-22,29,16,-7,8,11
626,3,-32,-3,2,-17,-1,-34,-16,0,-36,9,-11,8,46,-23,30,16,-7,9,12
627,3,-33,-4,3,-17,-2,-34,-16,0,-35,10,-12,9,46,-24,31,15,-8,8,11
628,2,-33,-4,4,-16,-2,-35,-16,1,-36,9,-13,9,47,-24,32,14,-9,9,10
629,3,-34,-5,3,-15,-1,-34,-15,0,-35,10,-13,8,47,-23,33,14,-9,10,10
630,3,-35,-5,3,-14,0,-35,-15,1,-36,9,-12,7,46,-23,34,14,-8,11,9
631,4,-34,-6,2,-13,1,-34,-16,1,-36,10,-12,6,46,-23,33,15,-9,10,10
632,3,-35,-6,1,-14,1,-33,-16,2,-35,11,-11,5,45,-23,32,15,-8,11,11
633,3,-34,-6,1,-14,2,-33,-17,1,-34,12,-12,5,45,-23,31,14,-8,12,10
634,3,-34,-5,0,-15,3,-34,-17,2,-35,13,-13,4,46,-23,32,15,-9,11,10
635,2,-35,-4,0,-15,3,-35,-16,2,-36,13,-13,4,46,-23,32,15,-9,11,10
636,2,-34,-5,0,-15,4,-35,-15,1,-35,12,-13,3,46,-22,32,15,-10,12,9
637,2,-33,-4,1,-15,3,-36,-14,2,-34,13,-12,2,45,-21,32,16,-9,12,8
638,1,-33,-5,2,-15,3,-36,-14,1,-33,14,-11,2,44,-20,31,17,-10,11,9
639,0,-32,-4,1,-15,4,-37,-14,2,-33,14,-12,3,44,-21,31,16,-9,12,9
640,0,-31,-4,2,-14,3,-36,-15,3,-34,14,-11,2,44,-21,31,17,-9,12,10
641,0,-30,-5,1,-14,2,-36,-16,3,-33,14,-12,1,43,-21,30,18,-8,12,11
642,1,-30,-4,1,-15,2,-36,-16,2,-32,14,-13,2,42,-20,30,17,-7,12,12
643,2,-31,-4,1,-14,1,-37,-16,3,-31,13,-13,1,43,-20,30,16,-6,13,12
644,1,-32,-4,2,-15,1,-36,-17,4,-31,12,-14,0,42,-20,30,17,-7,14,11
645,1,-31,-5,2,-14,2,-36,-16,4,-30,11,-14,0,43,-20,31,17,-8,15,10
646,1,-32,-5,2,-14,2,-35,-15,3,-30,11,-13,-1,44,-20,30,18,-8,14,11
647,2,-32,-5,3,-13,2,-35,-16,2,-30,10,-14,-2,44,-20,30,18,-7,15,12
648,1,-31,-4,4,-12,3,-34,-16,2,-31,10,-13,-3,45,-21,31,19,-6,15,13
649,1,-31,-4,3,-13,3,-34,-17,1,-32,11,-14,-4,45,-20,32,18,-5,16,13
650,1,-30,-4,3,-12,2,-34,-16,1,-33,11,-13,-5,45,-20,32,19,-4,17,12
651,2,-30,-3,3,-13,3,-33,-17,1,-32,10,-12,-5,46,-20,33,19,-5,17,11
652,3,-29,-4,3,-13,4,-34,-16,0,-32,10,-11,-6,47,-20,33,20,-5,16,11
653,3,-29,-4,4,-12,5,-33,-15,0,-31,10,-12,-5,46,-20,32,19,-4,15,10
654,3,-28,-5,4,-13,5,-34,-15,0,-32,9,-12,-6,46,-21,33,18,-4,15,9
655,4,-29,-6,5,-14,4,-35,-16,-1,-33,10,-11,-7,46,-20,33,18,-5,16,8
656,5,-28,-5,6,-15,4,-34,-17,0,-32,10,-11,-8,47,-20,33,17,-6,16,8
657,4,-28,-4,6,-14,4,-33,-17,0,-31,11,-11,-9,46,-19,32,17,-6,17,9
658,4,-27,-5,5,-15,5,-32,-16,1,-32,12,-11,-10,47,-19,31,18,-6,17,8
659,5,-26,-4,6,-15,5,-33,-17,1,-31,13,-12,-11,46,-19,30,19,-6,18,8
660,4,-27,-3,7,-16,5,-32,-18,0,-31,13,-12,-12,45,-18,30,20,-6,18,9
661,5,-28,-3,6,-15,6,-32,-19,1,-32,12,-11,-12,44,-18,31,21,-7,19,8
662,4,-28,-2,6,-16,5,-32,-18,1,-32,12,-10,-12,44,-17,30,22,-7,18,7
663,4,-28,-3,6,-15,5,-33,-17,2,-33,13,-11,-11,43,-17,30,22,-6,19,7
664,5,-28,-4,7,-14,5,-33,-17,1,-32,12,-10,-12,44,-16,31,22,-5,19,6
665,5,-27,-4,6,-15,6,-32,-18,1,-31,12,-10,-12,43,-15,31,22,-6,18,7
666,4,-26,-3,5,-14,5,-33,-18,1,-31,13,-9,-13,42,-15,30,21,-6,19,6
667,3,-25,-3,4,-15,4,-34,-18,2,-30,14,-9,-12,42,-15,29,20,-6,19,7
668,4,-26,-3,4,-15,5,-33,-17,3,-30,13,-10,-12,41,-15,28,20,-7,19,8
669,5,-27,-4,4,-16,6,-32,-17,3,-29,14,-9,-13,40,-15,27,19,-7,18,9
670,5,-27,-4,4,-16,6,-33,-18,4,-28,13,-9,-14,41,-14,26,19,-7,17,10
671,6,-28,-4,5,-16,6,-33,-19,5,-28,13,-9,-15,40,-15,26,18,-8,18,9
672,6,-27,-5,4,-16,6,-34,-18,4,-29,13,-8,-14,39,-16,26,18,-8,18,8
673,7,-27,-6,3,-15,6,-34,-19,4,-28,13,-8,-14,40,-15,25,19,-8,18,7
674,8,-26,-6,3,-16,5,-33,-18,5,-27,14,-8,-14,39,-14,25,19,-9,17,8
675,7,-26,-7,2,-17,4,-34,-19,6,-26,15,-8,-14,38,-15,24,19,-8,18,8
676,8,-27,-6,2,-18,4,-35,-18,6,-26,15,-8,-13,38,-16,24,19,-9,19,7
677,9,-27,-6,1,-17,5,-36,-18,5,-26,15,-8,-13,37,-15,25,20,-10,18,8
678,9,-26,-6,0,-16,4,-37,-19,6,-25,15,-8,-13,38,-16,26,20,-11,18,7
679,9,-25,-5,0,-15,3,-37,-20,5,-25,15,-7,-14,38,-16,25,21,-10,19,6
680,8,-25,-5,-1,-14,4,-37,-20,5,-25,15,-6,-15,39,-17,26,22,-9,20,5
681,7,-25,-4,0,-15,5,-36,-20,4,-24,15,-5,-16,40,-18,26,22,-9,19,5
682,6,-24,-5,1,-14,5,-35,-19,4,-24,15,-5,-15,41,-17,27,23,-9,19,6
683,6,-23,-6,2,-13,6,-34,-19,3,-25,16,-4,-16,42,-16,28,24,-9,20,6
684,7,-22,-5,3,-13,7,-34,-19,4,-24,17,-4,-15,42,-16,29,25,-8,19,7
685,7,-23,-4,2,-13,7,-33,-18,5,-25,18,-4,-15,42,-15,30,25,-7,20,6
686,8,-23,-4,3,-14,7,-32,-18,6,-25,19,-4,-15,42,-15,30,25,-6,21,6
687,8,-23,-5,2,-13,8,-32,-18,5,-24,20,-5,-14,42,-15,29,26,-6,21,6
688,7,-22,-5,1,-12,7,-31,-19,5,-25,20,-5,-14,43,-15,30,26,-5,21,6
689,6,-22,-5,1,-11,8,-31,-19,6,-24,20,-5,-14,42,-14,30,26,-6,22,5
690,5,-23,-6,0,-11,9,-32,-19,6,-24,21,-5,-13,41,-13,29,25,-5,22,6
691,5,-22,-5,0,-12,10,-33,-18,7,-25,20,-6,-12,40,-13,30,24,-6,23,5
692,4,-23,-4,-1,-12,11,-34,-17,6,-24,21,-6,-13,39,-14,30,23,-7,22,5
693,5,-24,-3,-1,-12,11,-33,-16,5,-24,20,-5,-13,38,-14,31,23,-8,22,6
694,4,-25,-2,-1,-12,11,-33,-15,4,-24,20,-6,-13,38,-15,30,22,-7,23,7
695,4,-24,-1,0,-11,11,-33,-14,5,-23,21,-6,-12,38,-16,30,21,-7,24,6
696,5,-25,0,0,-11,12,-34,-14,5,-23,22,-5,-13,37,-15,31,20,-7,25,5
697,6,-26,1,-1,-11,13,-35,-13,4,-24,23,-4,-14,37,-16,30,21,-6,26,6
698,6,-25,2,-1,-10,12,-36,-14,4,-23,24,-5,-14,37,-16,29,20,-6,25,5
699,7,-25,3,0,-11,13,-35,-14,3,-24,23,-6,-15,37,-15,29,20,-5,25,5
700,6,-25,3,-1,-11,12,-35,-13,3,-24,24,-7,-16,36,-15,28,20,-4,26,4
701,7,-24,2,-1,-12,11,-35,-14,3,-23,25,-8,-17,37,-15,27,19,-4,27,4
702,7,-23,1,0,-12,11,-34,-15,2,-24,25,-7,-18,36,-14,26,18,-5,27,3
703,6,-23,2,1,-13,12,-33,-15,2,-24,25,-7,-18,35,-13,26,19,-4,28,3
704,7,-22,3,1,-14,12,-32,-16,3,-23,26,-8,-19,35,-13,26,20,-3,29,3
705,8,-23,4,2,-13,12,-32,-16,2,-24,26,-9,-20,36,-13,27,20,-2,30,2
706,9,-23,4,2,-13,11,-33,-15,1,-25,27,-9,-19,35,-14,28,20,-2,29,3
707,8,-23,3,3,-12,12,-32,-14,0,-26,27,-9,-18,35,-15,28,20,-1,30,3
708,9,-24,4,2,-11,13,-32,-13,1,-25,26,-10,-17,35,-16,27,19,0,29,2
709,8,-23,4,3,-11,14,-33,-13,0,-26,27,-10,-16,36,-16,28,18,1,30,1
710,9,-24,3,3,-11,15,-34,-12,-1,-27,26,-10,-16,36,-16,29,17,0,29,0
711,10,-24,2,2,-10,16,-34,-12,-1,-28,26,-10,-15,35,-17,29,17,0,30,0
712,11,-24,1,2,-10,17,-35,-12,-1,-28,27,-9,-16,35,-16,28,17,0,29,0
713,10,-25,2,3,-10,16,-35,-12,-2,-28,27,-9,-15,36,-15,28,18,1,30,0
714,11,-24,1,2,-11,17,-36,-13,-2,-27,26,-9,-15,35,-16,28,18,1,31,1
715,11,-23,1,3,-12,17,-35,-14,-1,-27,26,-8,-15,36,-15,27,19,0,31,0
716,12,-23,0,3,-13,17,-34,-13,-1,-28,25,-9,-15,36,-16,28,18,0,31,-1
717,13,-23,1,3,-12,16,-34,-14,-1,-28,26,-10,-14,37,-15,29,17,0,30,0
718,13,-22,1,3,-12,17,-33,-14,-1,-29,27,-10,-15,37,-14,28,18,1,31,1
719,13,-22,0,2,-11,18,-34,-14,-2,-29,28,-11,-16,38,-13,29,19,2,31,2
720,14,-22,-1,3,-11,19,-35,-15,-3,-29,27,-10,-17,38,-12,30,20,1,31,3
721,13,-21,-1,2,-11,20,-36,-14,-2,-30,27,-10,-18,37,-13,30,21,1,31,3
722,12,-20,-2,3,-11,21,-36,-14,-3,-30,27,-9,-17,37,-14,31,21,0,32,3
723,13,-21,-2,4,-12,22,-37,-14,-3,-31,26,-10,-18,38,-13,30,22,1,32,2
724,12,-20,-3,5,-12,21,-37,-13,-4,-30,26,-11,-18,37,-14,31,23,0,33,1
725,13,-19,-3,4,-13,21,-38,-13,-5,-30,26,-10,-17,36,-15,31,22,-1,34,0
726,13,-18,-2,3,-14,20,-37,-13,-6,-30,25,-10,-17,35,-16,30,23,0,33,0
727,12,-19,-1,4,-15,20,-38,-14,-6,-29,26,-9,-18,34,-17,29,24,1,33,-1
728,13,-20,-2,4,-16,21,-38,-13,-5,-28,27,-8,-18,33,-16,29,24,2,33,-1
729,14,-19,-3,5,-16,22,-38,-12,-5,-28,26,-9,-17,33,-15,29,24,2,33,-1
730,13,-18,-4,5,-15,21,-37,-11,-5,-29,26,-9,-16,34,-14,28,23,2,32,-1
731,14,-17,-3,6,-14,20,-36,-11,-4,-30,27,-9,-15,35,-15,29,23,1,31,-1
732,15,-16,-2,5,-14,20,-37,-12,-3,-31,28,-8,-16,34,-15,28,23,0,32,-1
733,14,-16,-1,6,-13,20,-37,-12,-3,-30,29,-9,-15,34,-14,27,23,-1,31,0
734,13,-17,-2,6,-13,19,-38,-12,-2,-30,29,-9,-14,34,-14,27,22,-1,31,-1
735,13,-17,-3,7,-13,20,-37,-13,-3,-31,29,-9,-14,33,-13,26,23,-2,32,0
736,12,-18,-2,8,-12,21,-37,-13,-3,-30,30,-10,-15,33,-13,25,23,-1,32,1
737,13,-17,-2,7,-11,22,-36,-12,-3,-31,29,-11,-16,32,-12,26,22,-1,32,0
738,14,-16,-2,7,-10,23,-36,-13,-2,-30,30,-11,-17,33,-13,25,22,0,33,-1
739,15,-16,-1,8,-10,22,-36,-14,-3,-30,29,-12,-18,32,-14,24,23,1,33,0
740,14,-17,0,7,-11,22,-37,-13,-2,-31,28,-12,-19,32,-15,25,24,0,34,1
741,15,-16,1,7,-10,22,-37,-12,-1,-31,27,-12,-20,31,-16,25,24,1,34,2
742,16,-17,1,8,-10,23,-38,-11,0,-31,26,-13,-19,31,-16,25,24,2,34,3
743,15,-16,2,8,-10,24,-38,-10,1,-31,26,-12,-20,32,-16,26,25,2,35,4
744,15,-15,1,7,-11,24,-37,-10,2,-30,26,-11,-19,33,-16,27,24,1,36,5
745,14,-14,1,6,-12,24,-38,-9,1,-31,25,-12,-18,32,-15,26,24,1,36,6
746,13,-15,2,6,-11,25,-37,-10,1,-32,26,-13,-17,32,-14,27,25,0,36,7
747,13,-14,2,7,-12,24,-38,-11,1,-33,26,-14,-16,31,-15,27,24,0,37,7
748,12,-14,3,8,-12,24,-37,-12,0,-34,25,-14,-17,32,-14,28,25,1,38,7
749,13,-13,2,9,-11,23,-37,-11,0,-34,25,-15,-18,31,-15,28,24,1,38,6
750,12,-12,2,9,-12,23,-38,-11,-1,-35,25,-15,-19,30,-16,27,24,1,39,5
751,11,-11,3,8,-11,23,-39,-10,-1,-34,25,-14,-19,30,-17,28,24,1,38,4
752,10,-11,4,8,-10,23,-39,-10,-1,-34,26,-15,-20,30,-16,28,23,1,39,3
753,10,-10,4,7,-11,24,-38,-11,-2,-33,26,-14,-20,31,-16,29,24,1,38,3
754,10,-10,5,6,-10,23,-39,-11,-1,-34,26,-13,-20,32,-16,29,25,1,37,3
755,10,-10,6,7,-9,23,-39,-11,-2,-33,27,-12,-20,31,-16,30,25,2,36,2
756,10,-9,5,8,-9,24,-39,-12,-3,-34,26,-12,-20,30,-16,30,24,3,35,3
757,10,-10,4,7,-8,24,-40,-13,-3,-35,25,-13,-21,30,-15,29,25,2,36,2
758,10,-10,5,8,-9,24,-40,-13,-3,-34,26,-14,-21,30,-14,30,24,3,36,1
759,11,-11,4,7,-10,25,-39,-13,-4,-34,26,-14,-21,29,-13,29,25,3,37,1
760,11,-10,5,6,-10,26,-40,-14,-3,-33,27,-15,-21,28,-14,28,26,2,36,0
761,10,-9,5,5,-10,25,-40,-13,-2,-34,27,-16,-20,27,-13,28,26,3,35,-1
762,10,-10,4,6,-10,24,-39,-13,-3,-33,26,-15,-21,26,-14,29,25,2,36,-1
763,9,-11,4,7,-11,25,-39,-12,-4,-32,25,-15,-22,26,-15,28,24,1,37,-1
764,8,-12,5,8,-12,24,-38,-12,-3,-32,26,-14,-23,25,-15,27,25,2,38,-1
765,7,-13,4,8,-11,23,-38,-12,-4,-32,26,-14,-24,24,-16,26,25,3,37,-1
766,6,-13,4,8,-12,23,-39,-11,-5,-32,27,-13,-23,25,-15,27,25,4,36,-1
767,6,-12,5,8,-11,24,-40,-12,-5,-32,28,-14,-24,26,-15,27,26,4,37,-1
768,6,-13,5,9,-12,24,-41,-12,-4,-32,27,-14,-24,27,-15,27,27,3,38,-1
769,5,-14,6,10,-12,24,-42,-11,-5,-31,27,-15,-24,27,-16,28,28,4,38,-2
770,4,-14,5,10,-11,24,-42,-11,-4,-30,28,-14,-23,28,-15,29,28,5,38,-1
771,3,-13,4,9,-12,25,-42,-10,-5,-31,29,-15,-24,27,-16,29,27,5,39,0
772,4,-12,5,10,-11,25,-42,-11,-4,-32,29,-15,-23,26,-16,30,26,5,38,-1
773,4,-13,6,9,-11,24,-41,-11,-4,-31,28,-14,-24,26,-16,31,25,4,37,0
774,3,-12,6,10,-10,23,-42,-10,-3,-32,29,-15,-23,27,-17,32,26,3,38,-1
775,2,-11,7,9,-10,22,-43,-11,-4,-31,28,-14,-24,26,-18,31,27,3,37,-1
776,3,-10,7,8,-9,21,-43,-10,-5,-30,28,-15,-25,26,-19,31,28,3,38,0
777,4,-9,7,7,-10,21,-42,-11,-6,-29,29,-16,-24,27,-20,30,29,3,39,-1
778,3,-8,7,8,-9,20,-42,-12,-7,-29,29,-17,-25,26,-20,29,30,2,40,0
779,4,-7,7,9,-8,21,-43,-12,-8,-29,29,-17,-24,27,-19,29,30,2,41,1
780,3,-8,6,8,-8,20,-42,-13,-9,-28,30,-17,-25,28,-18,28,31,2,40,0
781,2,-7,7,7,-9,20,-41,-12,-9,-29,31,-17,-24,27,-18,29,30,2,40,1
782,2,-7,7,7,-10,20,-42,-13,-8,-29,32,-17,-24,28,-18,29,29,1,41,1
783,3,-6,6,6,-9,21,-41,-14,-8,-30,31,-18,-24,27,-19,28,30,1,42,2
784,4,-5,6,5,-10,20,-41,-14,-7,-29,31,-18,-25,27,-20,29,30,1,43,1
785,3,-4,6,6,-10,20,-41,-14,-7,-28,31,-17,-24,27,-21,30,30,2,43,1
786,3,-5,7,5,-11,19,-40,-15,-7,-28,30,-16,-24,27,-22,30,29,3,43,2
787,4,-6,8,6,-12,18,-41,-15,-7,-27,29,-17,-24,27,-22,31,30,4,42,1
788,5,-5,9,5,-11,19,-42,-14,-6,-28,30,-17,-24,27,-23,32,29,4,42,2
789,4,-5,8,5,-10,19,-42,-15,-7,-27,30,-18,-23,27,-24,32,28,4,41,2
790,4,-6,8,6,-11,19,-43,-14,-8,-26,30,-19,-24,28,-24,31,28,4,42,2
791,3,-5,7,6,-12,18,-42,-13,-9,-26,30,-20,-23,27,-25,32,29,4,41,1
792,3,-5,6,7,-12,18,-42,-12,-10,-25,29,-19,-24,26,-25,32,29,3,40,0
793,3,-5,5,7,-11,19,-42,-12,-11,-24,30,-19,-24,26,-24,31,29,4,41,-1
794,4,-4,5,7,-10,19,-42,-13,-11,-23,30,-18,-24,27,-24,32,30,5,42,0
795,3,-5,4,7,-11,19,-43,-12,-10,-22,30,-19,-24,28,-24,33,30,6,42,0
796,4,-5,5,6,-12,20,-43,-11,-9,-23,29,-20,-24,29,-24,32,29,6,41,0
797,4,-5,6,6,-12,20,-44,-12,-9,-23,29,-20,-23,28,-24,31,29,7,40,0
