Rank,1984 - po angielsku,Pan Tadeusz,Romeo i Julia
1643,6,5,2
1644,6,5,2
1645,6,5,2
1646,6,5,2
1647,6,5,2
1648,6,5,2
1649,6,5,2
1650,6,5,2
1651,6,5,2
1652,6,5,2
1653,6,5,2
1654,6,5,2
1655,6,5,2
1656,6,5,2
1657,6,5,2
1658,6,5,2
1659,6,5,2
1660,6,5,2
1661,6,5,2
1662,6,5,2
1663,6,5,2
1664,6,5,2
1665,6,5,2
1666,6,5,2
1667,6,5,2
1668,6,5,2
1669,6,5,2
1670,6,5,2
1671,6,5,2
1672,6,5,2
1673,6,5,2
1674,6,5,2
1675,6,5,2
1676,6,5,2
1677,6,5,2
1678,6,5,2
1679,6,5,2
1680,6,5,2
1681,6,5,2
1682,6,5,2
1683,6,5,2
1684,6,5,2
1685,6,5,2
1686,6,5,2
1687,6,5,2
1688,6,5,2
1689,6,5,2
1690,6,5,2
1691,6,5,2
1692,6,5,2
1693,6,5,2
1694,6,5,2
1695,6,5,2
1696,6,5,2
1697,6,5,2
1698,6,5,2
1699,6,5,2
1700,6,5,2
1701,6,5,2
1702,6,5,2
1703,6,5,2
1704,6,5,2
1705,6,5,2
1706,6,5,2
1707,6,5,2
1708,6,5,2
1709,6,5,2
1710,6,5,2
1711,6,5,2
1712,6,5,2
1713,6,5,2
1714,6,5,2
1715,6,5,2
1716,6,5,2
1717,6,5,2
1718,6,5,2
1719,6,5,2
1720,6,5,2
1721,6,5,2
1722,6,5,2
1723,6,5,2
1724,6,5,2
1725,6,5,2
1726,6,5,2
1727,6,5,2
1728,6,5,2
1729,6,5,2
1730,6,5,2
1731,6,5,2
1732,6,5,2
1733,6,5,2
1734,6,5,2
1735,6,5,2
1736,6,5,2
1737,6,5,2
1738,6,5,2
1739,6,5,2
1740,6,5,2
1741,6,5,2
1742,6,5,2
1743,6,5,2
1744,6,5,2
1745,6,5,2
1746,6,5,2
1747,6,5,2
1748,6,5,2
1749,6,5,2
1750,6,5,2
1751,6,5,2
1752,6,5,2
1753,6,5,2
1754,6,5,2
1755,6,5,2
1756,6,5,2
1757,6,5,2
1758,6,5,2
1759,6,5,2
1760,6,5,2
1761,6,5,2
1762,6,5,2
1763,6,5,2
1764,6,5,2
1765,6,5,2
1766,6,5,2
1767,6,5,2
1768,6,5,2
1769,6,5,2
1770,6,5,2
1771,6,5,2
1772,6,5,2
1773,6,5,2
1774,6,5,2
1775,6,5,2
1776,6,5,2
1777,6,5,2
1778,6,5,2
1779,6,5,2
1780,6,5,2
1781,6,5,2
1782,6,5,2
1783,6,5,2
1784,6,5,2
1785,6,5,2
1786,6,5,2
1787,6,5,2
1788,6,5,2
1789,6,5,2
1790,6,5,2
1791,6,5,2
1792,6,5,2
1793,6,5,2
1794,5,5,2
1795,5,5,2
1796,5,5,2
1797,5,5,2
1798,5,5,2
1799,5,5,2
1800,5,5,2
1801,5,5,2
1802,5,5,2
1803,5,5,2
1804,5,5,2
1805,5,5,2
1806,5,5,2
1807,5,5,2
1808,5,5,2
1809,5,5,2
1810,5,5,2
1811,5,5,2
1812,5,5,2
1813,5,5,2
1814,5,5,2
1815,5,5,2
1816,5,5,2
1817,5,5,2
1818,5,5,2
1819,5,5,2
1820,5,5,2
1821,5,5,2
1822,5,5,2
1823,5,5,2
1824,5,5,2
1825,5,5,2
1826,5,5,2
1827,5,5,2
1828,5,5,2
1829,5,5,2
1830,5,5,2
1831,5,5,2
1832,5,5,2
1833,5,5,2
1834,5,5,2
1835,5,5,2
1836,5,5,2
1837,5,5,2
1838,5,5,2
1839,5,5,2
1840,5,5,2
1841,5,5,2
1842,5,5,2
1843,5,5,2
1844,5,5,2
1845,5,5,2
1846,5,5,2
1847,5,5,2
1848,5,5,2
1849,5,5,2
1850,5,5,2
1851,5,5,2
1852,5,5,2
1853,5,5,2
1854,5,5,2
1855,5,5,2
1856,5,5,2
1857,5,5,2
1858,5,5,2
1859,5,5,2
1860,5,5,2
1861,5,5,2
1862,5,5,2
1863,5,5,2
1864,5,5,2
1865,5,5,2
1866,5,5,2
1867,5,5,2
1868,5,5,2
1869,5,5,2
1870,5,5,2
1871,5,5,2
1872,5,5,2
1873,5,5,2
1874,5,5,2
1875,5,5,2
1876,5,5,2
1877,5,5,2
1878,5,5,2
1879,5,5,2
1880,5,5,2
1881,5,5,2
1882,5,5,2
1883,5,5,2
1884,5,5,2
1885,5,5,2
1886,5,5,2
1887,5,5,2
1888,5,5,2
1889,5,5,2
1890,5,5,2
1891,5,5,2
1892,5,5,2
1893,5,5,2
1894,5,5,2
1895,5,5,2
1896,5,5,2
1897,5,5,2
1898,5,5,2
1899,5,5,2
1900,5,5,2
1901,5,5,2
1902,5,5,2
1903,5,5,2
1904,5,5,2
1905,5,5,2
1906,5,5,2
1907,5,5,2
1908,5,5,2
1909,5,5,2
1910,5,5,2
1911,5,5,2
1912,5,5,2
1913,5,5,2
1914,5,5,2
1915,5,5,2
1916,5,5,2
1917,5,5,2
1918,5,5,2
1919,5,5,2
1920,5,5,2
1921,5,5,2
1922,5,5,2
1923,5,5,2
1924,5,5,2
1925,5,5,2
1926,5,5,2
1927,5,5,2
1928,5,5,2
1929,5,5,2
1930,5,5,2
1931,5,5,2
1932,5,5,2
1933,5,5,2
1934,5,5,2
1935,5,5,2
1936,5,5,2
1937,5,5,2
1938,5,5,2
1939,5,5,2
1940,5,5,2
1941,5,5,2
1942,5,5,2
1943,5,5,2
1944,5,5,2
1945,5,5,2
1946,5,5,2
1947,5,5,2
1948,5,5,2
1949,5,5,2
1950,5,5,2
1951,5,5,2
1952,5,5,2
1953,5,5,2
1954,5,5,2
1955,5,5,2
1956,5,5,2
1957,5,5,2
1958,5,5,2
1959,5,5,2
1960,5,5,2
1961,5,5,2
1962,5,5,2
1963,5,5,2
1964,5,5,2
1965,5,5,2
1966,5,5,2
1967,5,5,2
1968,5,5,2
1969,5,5,2
1970,5,5,2
1971,5,5,2
1972,5,5,2
1973,5,5,2
1974,5,5,2
1975,5,5,2
1976,5,5,2
1977,5,5,2
1978,5,5,2
1979,5,5,2
1980,5,5,2
1981,5,5,2
1982,5,5,2
1983,5,5,2
1984,5,5,2
1985,5,5,2
1986,5,5,2
1987,5,5,2
1988,5,5,2
1989,5,5,2
1990,5,5,2
1991,5,5,2
1992,5,5,2
1993,5,5,2
1994,5,5,2
1995,5,5,2
1996,5,5,2
1997,5,5,2
1998,5,5,2
1999,5,5,2
2000,5,5,2
2001,5,5,2
2002,5,5,2
2003,5,5,2
2004,5,5,2
2005,5,5,2
2006,5,5,2
2007,5,5,2
2008,5,5,2
2009,5,5,2
2010,5,5,2
2011,5,5,2
2012,5,5,2
2013,5,4,2
2014,5,4,2
2015,5,4,2
2016,5,4,2
2017,5,4,2
2018,5,4,2
2019,5,4,2
2020,5,4,2
2021,5,4,2
2022,5,4,2
2023,5,4,2
2024,5,4,2
2025,5,4,2
2026,5,4,2
2027,5,4,2
2028,5,4,2
2029,5,4,2
2030,5,4,2
2031,5,4,2
2032,5,4,2
2033,5,4,2
2034,5,4,2
2035,5,4,2
2036,5,4,2
2037,5,4,2
2038,5,4,2
2039,5,4,2
2040,5,4,2
2041,5,4,2
2042,5,4,2
2043,5,4,2
2044,5,4,2
2045,5,4,2
2046,5,4,2
2047,5,4,2
2048,5,4,2
2049,5,4,2
2050,5,4,2
2051,5,4,2
2052,5,4,2
2053,5,4,2
2054,5,4,1
2055,5,4,1
2056,5,4,1
2057,5,4,1
2058,5,4,1
2059,5,4,1
2060,5,4,1
2061,5,4,1
2062,5,4,1
2063,5,4,1
2064,5,4,1
2065,5,4,1
2066,5,4,1
2067,5,4,1
2068,5,4,1
2069,5,4,1
2070,5,4,1
2071,5,4,1
2072,5,4,1
2073,5,4,1
2074,5,4,1
2075,5,4,1
2076,5,4,1
2077,5,4,1
2078,5,4,1
2079,5,4,1
2080,5,4,1
2081,5,4,1
2082,5,4,1
2083,5,4,1
2084,5,4,1
2085,5,4,1
2086,5,4,1
2087,5,4,1
2088,5,4,1
2089,5,4,1
2090,5,4,1
2091,5,4,1
2092,5,4,1
2093,5,4,1
2094,5,4,1
2095,5,4,1
2096,5,4,1
2097,5,4,1
2098,5,4,1
2099,5,4,1
2100,5,4,1
2101,5,4,1
2102,5,4,1
2103,5,4,1
2104,5,4,1
2105,5,4,1
2106,5,4,1
2107,5,4,1
2108,5,4,1
2109,5,4,1
2110,5,4,1
2111,5,4,1
2112,5,4,1
2113,5,4,1
2114,5,4,1
2115,5,4,1
2116,5,4,1
2117,5,4,1
2118,5,4,1
2119,5,4,1
2120,5,4,1
2121,5,4,1
2122,5,4,1
2123,5,4,1
2124,5,4,1
2125,5,4,1
2126,5,4,1
2127,5,4,1
2128,5,4,1
2129,5,4,1
2130,5,4,1
2131,5,4,1
2132,5,4,1
2133,5,4,1
2134,5,4,1
2135,5,4,1
2136,5,4,1
2137,5,4,1
2138,5,4,1
2139,5,4,1
2140,5,4,1
2141,5,4,1
2142,5,4,1
2143,5,4,1
2144,5,4,1
2145,5,4,1
2146,5,4,1
2147,5,4,1
2148,5,4,1
2149,5,4,1
2150,5,4,1
2151,4,4,1
2152,4,4,1
2153,4,4,1
2154,4,4,1
2155,4,4,1
2156,4,4,1
2157,4,4,1
2158,4,4,1
2159,4,4,1
2160,4,4,1
2161,4,4,1
2162,4,4,1
2163,4,4,1
2164,4,4,1
2165,4,4,1
2166,4,4,1
2167,4,4,1
2168,4,4,1
2169,4,4,1
2170,4,4,1
2171,4,4,1
2172,4,4,1
2173,4,4,1
2174,4,4,1
2175,4,4,1
2176,4,4,1
2177,4,4,1
2178,4,4,1
2179,4,4,1
2180,4,4,1
2181,4,4,1
2182,4,4,1
2183,4,4,1
2184,4,4,1
2185,4,4,1
2186,4,4,1
2187,4,4,1
2188,4,4,1
2189,4,4,1
2190,4,4,1
2191,4,4,1
2192,4,4,1
2193,4,4,1
2194,4,4,1
2195,4,4,1
2196,4,4,1
2197,4,4,1
2198,4,4,1
2199,4,4,1
2200,4,4,1
2201,4,4,1
2202,4,4,1
2203,4,4,1
2204,4,4,1
2205,4,4,1
2206,4,4,1
2207,4,4,1
2208,4,4,1
2209,4,4,1
2210,4,4,1
2211,4,4,1
2212,4,4,1
2213,4,4,1
2214,4,4,1
2215,4,4,1
2216,4,4,1
2217,4,4,1
2218,4,4,1
2219,4,4,1
2220,4,4,1
2221,4,4,1
2222,4,4,1
2223,4,4,1
2224,4,4,1
2225,4,4,1
2226,4,4,1
2227,4,4,1
2228,4,4,1
2229,4,4,1
2230,4,4,1
2231,4,4,1
2232,4,4,1
2233,4,4,1
2234,4,4,1
2235,4,4,1
2236,4,4,1
2237,4,4,1
2238,4,4,1
2239,4,4,1
2240,4,4,1
2241,4,4,1
2242,4,4,1
2243,4,4,1
2244,4,4,1
2245,4,4,1
2246,4,4,1
2247,4,4,1
2248,4,4,1
2249,4,4,1
2250,4,4,1
2251,4,4,1
2252,4,4,1
2253,4,4,1
2254,4,4,1
2255,4,4,1
2256,4,4,1
2257,4,4,1
2258,4,4,1
2259,4,4,1
2260,4,4,1
2261,4,4,1
2262,4,4,1
2263,4,4,1
2264,4,4,1
2265,4,4,1
2266,4,4,1
2267,4,4,1
2268,4,4,1
2269,4,4,1
2270,4,4,1
2271,4,4,1
2272,4,4,1
2273,4,4,1
2274,4,4,1
2275,4,4,1
2276,4,4,1
2277,4,4,1
2278,4,4,1
2279,4,4,1
2280,4,4,1
2281,4,4,1
2282,4,4,1
2283,4,4,1
2284,4,4,1
2285,4,4,1
2286,4,4,1
2287,4,4,1
2288,4,4,1
2289,4,4,1
2290,4,4,1
2291,4,4,1
2292,4,4,1
2293,4,4,1
2294,4,4,1
2295,4,4,1
2296,4,4,1
2297,4,4,1
2298,4,4,1
2299,4,4,1
2300,4,4,1
2301,4,4,1
2302,4,4,1
2303,4,4,1
2304,4,4,1
2305,4,4,1
2306,4,4,1
2307,4,4,1
2308,4,4,1
2309,4,4,1
2310,4,4,1
2311,4,4,1
2312,4,4,1
2313,4,4,1
2314,4,4,1
2315,4,4,1
2316,4,4,1
2317,4,4,1
2318,4,4,1
2319,4,4,1
2320,4,4,1
2321,4,4,1
2322,4,4,1
2323,4,4,1
2324,4,4,1
2325,4,4,1
2326,4,4,1
2327,4,4,1
2328,4,4,1
2329,4,4,1
2330,4,4,1
2331,4,4,1
2332,4,4,1
2333,4,4,1
2334,4,4,1
2335,4,4,1
2336,4,4,1
2337,4,4,1
2338,4,4,1
2339,4,4,1
2340,4,4,1
2341,4,4,1
2342,4,4,1
2343,4,4,1
2344,4,4,1
2345,4,4,1
2346,4,4,1
2347,4,4,1
2348,4,4,1
2349,4,4,1
2350,4,4,1
2351,4,4,1
2352,4,4,1
2353,4,4,1
2354,4,4,1
2355,4,4,1
2356,4,4,1
2357,4,4,1
2358,4,4,1
2359,4,4,1
2360,4,4,1
2361,4,4,1
2362,4,4,1
2363,4,4,1
2364,4,4,1
2365,4,4,1
2366,4,4,1
2367,4,4,1
2368,4,4,1
2369,4,4,1
2370,4,4,1
2371,4,4,1
2372,4,4,1
2373,4,4,1
2374,4,4,1
2375,4,4,1
2376,4,4,1
2377,4,4,1
2378,4,4,1
2379,4,4,1
2380,4,4,1
2381,4,4,1
2382,4,4,1
2383,4,4,1
2384,4,4,1
2385,4,4,1
2386,4,4,1
2387,4,4,1
2388,4,4,1
2389,4,4,1
2390,4,4,1
2391,4,4,1
2392,4,4,1
2393,4,4,1
2394,4,4,1
2395,4,4,1
2396,4,4,1
2397,4,4,1
2398,4,4,1
2399,4,4,1
2400,4,4,1
2401,4,4,1
2402,4,4,1
2403,4,4,1
2404,4,4,1
2405,4,4,1
2406,4,4,1
2407,4,4,1
2408,4,4,1
2409,4,4,1
2410,4,4,1
2411,4,4,1
2412,4,4,1
2413,4,4,1
2414,4,4,1
2415,4,4,1
2416,4,4,1
2417,4,4,1
2418,4,4,1
2419,4,4,1
2420,4,4,1
2421,4,4,1
2422,4,4,1
2423,4,4,1
2424,4,4,1
2425,4,4,1
2426,4,4,1
2427,4,4,1
2428,4,4,1
2429,4,4,1
2430,4,4,1
2431,4,4,1
2432,4,4,1
2433,4,4,1
2434,4,4,1
2435,4,4,1
2436,4,4,1
2437,4,4,1
2438,4,4,1
2439,4,4,1
2440,4,4,1
2441,4,4,1
2442,4,4,1
2443,4,4,1
2444,4,4,1
2445,4,4,1
2446,4,4,1
2447,4,4,1
2448,4,4,1
2449,4,4,1
2450,4,4,1
2451,4,4,1
2452,4,4,1
2453,4,4,1
2454,4,4,1
2455,4,4,1
2456,4,4,1
2457,4,4,1
2458,4,4,1
2459,4,4,1
2460,4,4,1
2461,4,4,1
2462,4,4,1
2463,4,4,1
2464,4,4,1
2465,4,4,1
2466,4,4,1
2467,4,4,1
2468,4,4,1
2469,4,4,1
2470,4,4,1
2471,4,4,1
2472,4,4,1
2473,4,4,1
2474,4,4,1
2475,4,4,1
2476,4,4,1
2477,4,4,1
2478,4,4,1
2479,4,4,1
2480,4,4,1
2481,4,4,1
2482,4,4,1
2483,4,4,1
2484,4,4,1
2485,4,4,1
2486,4,4,1
2487,4,4,1
2488,4,4,1
2489,4,4,1
2490,4,4,1
2491,4,4,1
2492,4,4,1
2493,4,4,1
2494,4,4,1
2495,4,4,1
2496,4,4,1
2497,4,4,1
2498,4,4,1
2499,4,4,1
2500,4,4,1
2501,4,4,1
2502,4,4,1
2503,4,4,1
2504,4,4,1
2505,4,4,1
2506,4,4,1
2507,4,4,1
2508,4,4,1
2509,4,4,1
2510,4,4,1
2511,4,4,1
2512,4,4,1
2513,4,4,1
2514,4,4,1
2515,4,4,1
2516,4,4,1
2517,4,4,1
2518,4,4,1
2519,4,4,1
2520,4,4,1
2521,4,4,1
2522,4,4,1
2523,4,4,1
2524,4,4,1
2525,4,4,1
2526,4,4,1
2527,4,4,1
2528,4,4,1
2529,4,4,1
2530,4,4,1
2531,4,4,1
2532,4,4,1
2533,4,4,1
2534,4,4,1
2535,4,4,1
2536,4,4,1
2537,4,4,1
2538,4,4,1
2539,4,4,1
2540,4,4,1
2541,4,4,1
2542,4,4,1
2543,4,4,1
2544,4,4,1
2545,4,4,1
2546,4,4,1
2547,4,4,1
2548,4,4,1
2549,4,4,1
2550,4,4,1
2551,4,4,1
2552,4,4,1
2553,4,4,1
2554,4,4,1
2555,4,4,1
2556,4,4,1
2557,4,4,1
2558,4,4,1
2559,4,4,1
2560,4,4,1
2561,4,4,1
2562,4,4,1
2563,4,4,1
2564,4,4,1
2565,4,4,1
2566,4,4,1
2567,4,4,1
2568,4,4,1
2569,4,4,1
2570,4,4,1
2571,4,4,1
2572,4,4,1
2573,4,4,1
2574,4,4,1
2575,4,4,1
2576,4,4,1
2577,4,4,1
2578,4,4,1
2579,4,4,1
2580,4,4,1
2581,4,4,1
2582,4,4,1
2583,4,4,1
2584,4,4,1
2585,4,4,1
2586,4,4,1
2587,4,4,1
2588,4,4,1
2589,4,4,1
2590,4,4,1
2591,4,4,1
2592,4,4,1
2593,4,4,1
2594,4,4,1
2595,4,4,1
2596,4,4,1
2597,4,4,1
2598,4,4,1
2599,4,4,1
2600,4,4,1
2601,4,4,1
2602,4,4,1
2603,4,4,1
2604,4,4,1
2605,4,4,1
2606,4,4,1
2607,4,4,1
2608,4,4,1
2609,4,4,1
2610,4,4,1
2611,4,4,1
2612,4,4,1
2613,4,4,1
2614,4,4,1
2615,4,4,1
2616,4,4,1
2617,4,4,1
2618,4,4,1
2619,4,4,1
2620,4,4,1
2621,4,4,1
2622,4,4,1
2623,4,4,1
2624,4,4,1
2625,4,4,1
2626,4,4,1
2627,4,4,1
2628,4,4,1
2629,4,4,1
2630,4,4,1
2631,4,4,1
2632,4,4,1
2633,4,4,1
2634,4,4,1
2635,4,4,1
2636,4,4,1
2637,4,4,1
2638,4,4,1
2639,4,4,1
2640,4,4,1
2641,4,4,1
2642,4,4,1
2643,4,4,1
2644,4,4,1
2645,3,4,1
2646,3,4,1
2647,3,4,1
2648,3,4,1
2649,3,4,1
2650,3,4,1
2651,3,4,1
2652,3,4,1
2653,3,4,1
2654,3,4,1
2655,3,4,1
2656,3,4,1
2657,3,4,1
2658,3,4,1
2659,3,4,1
2660,3,4,1
2661,3,4,1
2662,3,4,1
2663,3,4,1
2664,3,4,1
2665,3,4,1
2666,3,4,1
2667,3,4,1
2668,3,4,1
2669,3,4,1
2670,3,4,1
2671,3,4,1
2672,3,4,1
2673,3,4,1
2674,3,4,1
2675,3,4,1
2676,3,4,1
2677,3,4,1
2678,3,4,1
2679,3,4,1
2680,3,4,1
2681,3,4,1
2682,3,4,1
2683,3,4,1
2684,3,4,1
2685,3,4,1
2686,3,4,1
2687,3,4,1
2688,3,4,1
2689,3,4,1
2690,3,4,1
2691,3,4,1
2692,3,4,1
2693,3,4,1
2694,3,4,1
2695,3,4,1
2696,3,4,1
2697,3,4,1
2698,3,4,1
2699,3,4,1
2700,3,4,1
2701,3,4,1
2702,3,4,1
2703,3,3,1
2704,3,3,1
2705,3,3,1
2706,3,3,1
2707,3,3,1
2708,3,3,1
2709,3,3,1
2710,3,3,1
2711,3,3,1
2712,3,3,1
2713,3,3,1
2714,3,3,1
2715,3,3,1
2716,3,3,1
2717,3,3,1
2718,3,3,1
2719,3,3,1
2720,3,3,1
2721,3,3,1
2722,3,3,1
2723,3,3,1
2724,3,3,1
2725,3,3,1
2726,3,3,1
2727,3,3,1
2728,3,3,1
2729,3,3,1
2730,3,3,1
2731,3,3,1
2732,3,3,1
2733,3,3,1
2734,3,3,1
2735,3,3,1
2736,3,3,1
2737,3,3,1
2738,3,3,1
2739,3,3,1
2740,3,3,1
2741,3,3,1
2742,3,3,1
2743,3,3,1
2744,3,3,1
2745,3,3,1
2746,3,3,1
2747,3,3,1
2748,3,3,1
2749,3,3,1
2750,3,3,1
2751,3,3,1
2752,3,3,1
2753,3,3,1
2754,3,3,1
2755,3,3,1
2756,3,3,1
2757,3,3,1
2758,3,3,1
2759,3,3,1
2760,3,3,1
2761,3,3,1
2762,3,3,1
2763,3,3,1
2764,3,3,1
2765,3,3,1
2766,3,3,1
2767,3,3,1
2768,3,3,1
2769,3,3,1
2770,3,3,1
2771,3,3,1
2772,3,3,1
2773,3,3,1
2774,3,3,1
2775,3,3,1
2776,3,3,1
2777,3,3,1
2778,3,3,1
2779,3,3,1
2780,3,3,1
2781,3,3,1
2782,3,3,1
2783,3,3,1
2784,3,3,1
2785,3,3,1
2786,3,3,1
2787,3,3,1
2788,3,3,1
2789,3,3,1
2790,3,3,1
2791,3,3,1
2792,3,3,1
2793,3,3,1
2794,3,3,1
2795,3,3,1
2796,3,3,1
2797,3,3,1
2798,3,3,1
2799,3,3,1
2800,3,3,1
2801,3,3,1
2802,3,3,1
2803,3,3,1
2804,3,3,1
2805,3,3,1
2806,3,3,1
2807,3,3,1
2808,3,3,1
2809,3,3,1
2810,3,3,1
2811,3,3,1
2812,3,3,1
2813,3,3,1
2814,3,3,1
2815,3,3,1
2816,3,3,1
2817,3,3,1
2818,3,3,1
2819,3,3,1
2820,3,3,1
2821,3,3,1
2822,3,3,1
2823,3,3,1
2824,3,3,1
2825,3,3,1
2826,3,3,1
2827,3,3,1
2828,3,3,1
2829,3,3,1
2830,3,3,1
2831,3,3,1
2832,3,3,1
2833,3,3,1
2834,3,3,1
2835,3,3,1
2836,3,3,1
2837,3,3,1
2838,3,3,1
2839,3,3,1
2840,3,3,1
2841,3,3,1
2842,3,3,1
2843,3,3,1
2844,3,3,1
2845,3,3,1
2846,3,3,1
2847,3,3,1
2848,3,3,1
2849,3,3,1
2850,3,3,1
2851,3,3,1
2852,3,3,1
2853,3,3,1
2854,3,3,1
2855,3,3,1
2856,3,3,1
2857,3,3,1
2858,3,3,1
2859,3,3,1
2860,3,3,1
2861,3,3,1
2862,3,3,1
2863,3,3,1
2864,3,3,1
2865,3,3,1
2866,3,3,1
2867,3,3,1
2868,3,3,1
2869,3,3,1
2870,3,3,1
2871,3,3,1
2872,3,3,1
2873,3,3,1
2874,3,3,1
2875,3,3,1
2876,3,3,1
2877,3,3,1
2878,3,3,1
2879,3,3,1
2880,3,3,1
2881,3,3,1
2882,3,3,1
2883,3,3,1
2884,3,3,1
2885,3,3,1
2886,3,3,1
2887,3,3,1
2888,3,3,1
2889,3,3,1
2890,3,3,1
2891,3,3,1
2892,3,3,1
2893,3,3,1
2894,3,3,1
2895,3,3,1
2896,3,3,1
2897,3,3,1
2898,3,3,1
2899,3,3,1
2900,3,3,1
2901,3,3,1
2902,3,3,1
2903,3,3,1
2904,3,3,1
2905,3,3,1
2906,3,3,1
2907,3,3,1
2908,3,3,1
2909,3,3,1
2910,3,3,1
2911,3,3,1
2912,3,3,1
2913,3,3,1
2914,3,3,1
2915,3,3,1
2916,3,3,1
2917,3,3,1
2918,3,3,1
2919,3,3,1
2920,3,3,1
2921,3,3,1
2922,3,3,1
2923,3,3,1
2924,3,3,1
2925,3,3,1
2926,3,3,1
2927,3,3,1
2928,3,3,1
2929,3,3,1
2930,3,3,1
2931,3,3,1
2932,3,3,1
2933,3,3,1
2934,3,3,1
2935,3,3,1
2936,3,3,1
2937,3,3,1
2938,3,3,1
2939,3,3,1
2940,3,3,1
2941,3,3,1
2942,3,3,1
2943,3,3,1
2944,3,3,1
2945,3,3,1
2946,3,3,1
2947,3,3,1
2948,3,3,1
2949,3,3,1
2950,3,3,1
2951,3,3,1
2952,3,3,1
2953,3,3,1
2954,3,3,1
2955,3,3,1
2956,3,3,1
2957,3,3,1
2958,3,3,1
2959,3,3,1
2960,3,3,1
2961,3,3,1
2962,3,3,1
2963,3,3,1
2964,3,3,1
2965,3,3,1
2966,3,3,1
2967,3,3,1
2968,3,3,1
2969,3,3,1
2970,3,3,1
2971,3,3,1
2972,3,3,1
2973,3,3,1
2974,3,3,1
2975,3,3,1
2976,3,3,1
2977,3,3,1
2978,3,3,1
2979,3,3,1
2980,3,3,1
2981,3,3,1
2982,3,3,1
2983,3,3,1
2984,3,3,1
2985,3,3,1
2986,3,3,1
2987,3,3,1
2988,3,3,1
2989,3,3,1
2990,3,3,1
2991,3,3,1
2992,3,3,1
2993,3,3,1
2994,3,3,1
2995,3,3,1
2996,3,3,1
2997,3,3,1
2998,3,3,1
2999,3,3,1
3000,3,3,1
3001,3,3,1
3002,3,3,1
3003,3,3,1
3004,3,3,1
3005,3,3,1
3006,3,3,1
3007,3,3,1
3008,3,3,1
3009,3,3,1
3010,3,3,1
3011,3,3,1
3012,3,3,1
3013,3,3,1
3014,3,3,1
3015,3,3,1
3016,3,3,1
3017,3,3,1
3018,3,3,1
3019,3,3,1
3020,3,3,1
3021,3,3,1
3022,3,3,1
3023,3,3,1
3024,3,3,1
3025,3,3,1
3026,3,3,1
3027,3,3,1
3028,3,3,1
3029,3,3,1
3030,3,3,1
3031,3,3,1
3032,3,3,1
3033,3,3,1
3034,3,3,1
3035,3,3,1
3036,3,3,1
3037,3,3,1
3038,3,3,1
3039,3,3,1
3040,3,3,1
3041,3,3,1
3042,3,3,1
3043,3,3,1
3044,3,3,1
3045,3,3,1
3046,3,3,1
3047,3,3,1
3048,3,3,1
3049,3,3,1
3050,3,3,1
3051,3,3,1
3052,3,3,1
3053,3,3,1
3054,3,3,1
3055,3,3,1
3056,3,3,1
3057,3,3,1
3058,3,3,1
3059,3,3,1
3060,3,3,1
3061,3,3,1
3062,3,3,1
3063,3,3,1
3064,3,3,1
3065,3,3,1
3066,3,3,1
3067,3,3,1
3068,3,3,1
3069,3,3,1
3070,3,3,1
3071,3,3,1
3072,3,3,1
3073,3,3,1
3074,3,3,1
3075,3,3,1
3076,3,3,1
3077,3,3,1
3078,3,3,1
3079,3,3,1
3080,3,3,1
3081,3,3,1
3082,3,3,1
3083,3,3,1
3084,3,3,1
3085,3,3,1
3086,3,3,1
3087,3,3,1
3088,3,3,1
3089,3,3,1
3090,3,3,1
3091,3,3,1
3092,3,3,1
3093,3,3,1
3094,3,3,1
3095,3,3,1
3096,3,3,1
3097,3,3,1
3098,3,3,1
3099,3,3,1
3100,3,3,1
3101,3,3,1
3102,3,3,1
3103,3,3,1
3104,3,3,1
3105,3,3,1
3106,3,3,1
3107,3,3,1
3108,3,3,1
3109,3,3,1
3110,3,3,1
3111,3,3,1
3112,3,3,1
3113,3,3,1
3114,3,3,1
3115,3,3,1
3116,3,3,1
3117,3,3,1
3118,3,3,1
3119,3,3,1
3120,3,3,1
3121,3,3,1
3122,3,3,1
3123,3,3,1
3124,3,3,1
3125,3,3,1
3126,3,3,1
3127,3,3,1
3128,3,3,1
3129,3,3,1
3130,3,3,1
3131,3,3,1
3132,3,3,1
3133,3,3,1
3134,3,3,1
3135,3,3,1
3136,3,3,1
3137,3,3,1
3138,3,3,1
3139,3,3,1
3140,3,3,1
3141,3,3,1
3142,3,3,1
3143,3,3,1
3144,3,3,1
3145,3,3,1
3146,3,3,1
3147,3,3,1
3148,3,3,1
3149,3,3,1
3150,3,3,1
3151,3,3,1
3152,3,3,1
3153,3,3,1
3154,3,3,1
3155,3,3,1
3156,3,3,1
3157,3,3,1
3158,3,3,1
3159,3,3,1
3160,3,3,1
3161,3,3,1
3162,3,3,1
3163,3,3,1
3164,3,3,1
3165,3,3,1
3166,3,3,1
3167,3,3,1
3168,3,3,1
3169,3,3,1
3170,3,3,1
3171,3,3,1
3172,3,3,1
3173,3,3,1
3174,3,3,1
3175,3,3,1
3176,3,3,1
3177,3,3,1
3178,3,3,1
3179,3,3,1
3180,3,3,1
3181,3,3,1
3182,3,3,1
3183,3,3,1
3184,3,3,1
3185,3,3,1
3186,3,3,1
3187,3,3,1
3188,3,3,1
3189,3,3,1
3190,3,3,1
3191,3,3,1
3192,3,3,1
3193,3,3,1
